MonthYear,Station,"Station_Type ",Entry_Exit,Trip
2018-06,Holsworthy Station,Train,Entry,91790
2018-06,Holsworthy Station,Train,Exit,85870
2018-07,Holsworthy Station,Train,Entry,92140
2018-07,Holsworthy Station,Train,Exit,87360
2018-08,Holsworthy Station,Train,Entry,100100
2018-08,Holsworthy Station,Train,Exit,93850
2018-09,Holsworthy Station,Train,Entry,88670
2018-09,Holsworthy Station,Train,Exit,83140
2018-10,Holsworthy Station,Train,Entry,95150
2018-10,Holsworthy Station,Train,Exit,90330
2018-11,Holsworthy Station,Train,Entry,97140
2018-11,Holsworthy Station,Train,Exit,90450
2018-12,Holsworthy Station,Train,Entry,76140
2018-12,Holsworthy Station,Train,Exit,68620
2019-01,Holsworthy Station,Train,Entry,79400
2019-01,Holsworthy Station,Train,Exit,75930
2019-02,Holsworthy Station,Train,Entry,89900
2019-02,Holsworthy Station,Train,Exit,84780
2019-03,Holsworthy Station,Train,Entry,99330
2019-03,Holsworthy Station,Train,Exit,93530
2019-04,Holsworthy Station,Train,Entry,87510
2019-04,Holsworthy Station,Train,Exit,82080
2019-05,Holsworthy Station,Train,Entry,101470
2019-05,Holsworthy Station,Train,Exit,95590
2019-06,Holsworthy Station,Train,Entry,90720
2019-06,Holsworthy Station,Train,Exit,86080
2019-07,Holsworthy Station,Train,Entry,97130
2019-07,Holsworthy Station,Train,Exit,92430
2019-08,Holsworthy Station,Train,Entry,96720
2019-08,Holsworthy Station,Train,Exit,91520
2019-09,Holsworthy Station,Train,Entry,89300
2019-09,Holsworthy Station,Train,Exit,84710
2019-10,Holsworthy Station,Train,Entry,98450
2019-10,Holsworthy Station,Train,Exit,93430
2019-11,Holsworthy Station,Train,Entry,96640
2019-11,Holsworthy Station,Train,Exit,89880
2019-12,Holsworthy Station,Train,Entry,81820
2019-12,Holsworthy Station,Train,Exit,75770
2020-01,Holsworthy Station,Train,Entry,81860
2020-01,Holsworthy Station,Train,Exit,78410
2020-02,Holsworthy Station,Train,Entry,84500
2020-02,Holsworthy Station,Train,Exit,80360
2020-03,Holsworthy Station,Train,Entry,65300
2020-03,Holsworthy Station,Train,Exit,62050
2020-04,Holsworthy Station,Train,Entry,13570
2020-04,Holsworthy Station,Train,Exit,13080
2020-05,Holsworthy Station,Train,Entry,20190
2020-05,Holsworthy Station,Train,Exit,19250
2020-06,Holsworthy Station,Train,Entry,33290
2020-06,Holsworthy Station,Train,Exit,31180
2020-07,Holsworthy Station,Train,Entry,35660
2020-07,Holsworthy Station,Train,Exit,33420
2020-08,Holsworthy Station,Train,Entry,34880
2020-08,Holsworthy Station,Train,Exit,32710
2020-09,Holsworthy Station,Train,Entry,37230
2020-09,Holsworthy Station,Train,Exit,34990
2020-10,Holsworthy Station,Train,Entry,41520
2020-10,Holsworthy Station,Train,Exit,39130
2020-11,Holsworthy Station,Train,Entry,44710
2020-11,Holsworthy Station,Train,Exit,41950
2020-12,Holsworthy Station,Train,Entry,38370
2020-12,Holsworthy Station,Train,Exit,35980
2021-01,Holsworthy Station,Train,Entry,31700
2021-01,Holsworthy Station,Train,Exit,30320
2021-02,Holsworthy Station,Train,Entry,49850
2021-02,Holsworthy Station,Train,Exit,46750
2021-03,Holsworthy Station,Train,Entry,59880
2021-03,Holsworthy Station,Train,Exit,56180
2021-04,Holsworthy Station,Train,Entry,56900
2021-04,Holsworthy Station,Train,Exit,53610
2021-05,Holsworthy Station,Train,Entry,59760
2021-05,Holsworthy Station,Train,Exit,56510
2021-06,Holsworthy Station,Train,Entry,47280
2021-06,Holsworthy Station,Train,Exit,44500
2021-07,Holsworthy Station,Train,Entry,9470
2021-07,Holsworthy Station,Train,Exit,9390
2021-08,Holsworthy Station,Train,Entry,5920
2021-08,Holsworthy Station,Train,Exit,5700
2021-09,Holsworthy Station,Train,Entry,7190
2021-09,Holsworthy Station,Train,Exit,6770
2021-10,Holsworthy Station,Train,Entry,20790
2021-10,Holsworthy Station,Train,Exit,19570
2021-11,Holsworthy Station,Train,Entry,37990
2021-11,Holsworthy Station,Train,Exit,35260
2021-12,Holsworthy Station,Train,Entry,35890
2021-12,Holsworthy Station,Train,Exit,32810
2022-01,Holsworthy Station,Train,Entry,22230
2022-01,Holsworthy Station,Train,Exit,21180
2022-02,Holsworthy Station,Train,Entry,32910
2022-02,Holsworthy Station,Train,Exit,30700
2022-03,Holsworthy Station,Train,Entry,44890
2022-03,Holsworthy Station,Train,Exit,41550
2022-04,Holsworthy Station,Train,Entry,46710
2022-04,Holsworthy Station,Train,Exit,43000
2022-05,Holsworthy Station,Train,Entry,55380
2022-05,Holsworthy Station,Train,Exit,52080
2022-06,Holsworthy Station,Train,Entry,57210
2022-06,Holsworthy Station,Train,Exit,53630
2022-07,Holsworthy Station,Train,Entry,44700
2022-07,Holsworthy Station,Train,Exit,41170
2022-08,Holsworthy Station,Train,Entry,48410
2022-08,Holsworthy Station,Train,Exit,42170
2022-09,Holsworthy Station,Train,Entry,51260
2022-09,Holsworthy Station,Train,Exit,45430
2022-10,Holsworthy Station,Train,Entry,55850
2022-10,Holsworthy Station,Train,Exit,51640
2022-11,Holsworthy Station,Train,Entry,47800
2022-11,Holsworthy Station,Train,Exit,43830
2022-12,Holsworthy Station,Train,Entry,49780
2022-12,Holsworthy Station,Train,Exit,44970
2023-01,Holsworthy Station,Train,Entry,48280
2023-01,Holsworthy Station,Train,Exit,46600
2023-02,Holsworthy Station,Train,Entry,56700
2023-02,Holsworthy Station,Train,Exit,52700
2023-03,Holsworthy Station,Train,Entry,66790
2023-03,Holsworthy Station,Train,Exit,61200
2023-04,Holsworthy Station,Train,Entry,53690
2023-04,Holsworthy Station,Train,Exit,51090
2023-05,Holsworthy Station,Train,Entry,68160
2023-05,Holsworthy Station,Train,Exit,63940
2023-06,Holsworthy Station,Train,Entry,62930
2023-06,Holsworthy Station,Train,Exit,58680
2023-07,Holsworthy Station,Train,Entry,63470
2023-07,Holsworthy Station,Train,Exit,60000
2023-08,Holsworthy Station,Train,Entry,70280
2023-08,Holsworthy Station,Train,Exit,66070
2023-09,Holsworthy Station,Train,Entry,59890
2023-09,Holsworthy Station,Train,Exit,56610
2023-10,Holsworthy Station,Train,Entry,65580
2023-10,Holsworthy Station,Train,Exit,62220
2023-11,Holsworthy Station,Train,Entry,65780
2023-11,Holsworthy Station,Train,Exit,61810
2023-12,Holsworthy Station,Train,Entry,58090
2023-12,Holsworthy Station,Train,Exit,52790
2024-01,Holsworthy Station,Train,Entry,55750
2024-01,Holsworthy Station,Train,Exit,54080
2024-02,Holsworthy Station,Train,Entry,68860
2024-02,Holsworthy Station,Train,Exit,64270
2024-03,Holsworthy Station,Train,Entry,70910
2024-03,Holsworthy Station,Train,Exit,66390
2024-04,Holsworthy Station,Train,Entry,65800
2024-04,Holsworthy Station,Train,Exit,62220
2024-05,Holsworthy Station,Train,Entry,73000
2024-05,Holsworthy Station,Train,Exit,68040
2024-06,Holsworthy Station,Train,Entry,61960
2024-06,Holsworthy Station,Train,Exit,58340
2016-07,Homebush Station,Train,Entry,56880
2016-07,Homebush Station,Train,Exit,55980
2016-08,Homebush Station,Train,Entry,66180
2016-08,Homebush Station,Train,Exit,66220
2016-09,Homebush Station,Train,Entry,64240
2016-09,Homebush Station,Train,Exit,63250
2016-10,Homebush Station,Train,Entry,66820
2016-10,Homebush Station,Train,Exit,66080
2016-11,Homebush Station,Train,Entry,74010
2016-11,Homebush Station,Train,Exit,71710
2016-12,Homebush Station,Train,Entry,69780
2016-12,Homebush Station,Train,Exit,67260
2017-01,Homebush Station,Train,Entry,66260
2017-01,Homebush Station,Train,Exit,64420
2017-02,Homebush Station,Train,Entry,69810
2017-02,Homebush Station,Train,Exit,67100
2017-03,Homebush Station,Train,Entry,86300
2017-03,Homebush Station,Train,Exit,84010
2017-04,Homebush Station,Train,Entry,75390
2017-04,Homebush Station,Train,Exit,72860
2017-05,Homebush Station,Train,Entry,82350
2017-05,Homebush Station,Train,Exit,78470
2017-06,Homebush Station,Train,Entry,80900
2017-06,Homebush Station,Train,Exit,76820
2017-07,Homebush Station,Train,Entry,80420
2017-07,Homebush Station,Train,Exit,76590
2017-08,Homebush Station,Train,Entry,86340
2017-08,Homebush Station,Train,Exit,81900
2017-09,Homebush Station,Train,Entry,82390
2017-09,Homebush Station,Train,Exit,78240
2017-10,Homebush Station,Train,Entry,84110
2017-10,Homebush Station,Train,Exit,79270
2017-11,Homebush Station,Train,Entry,86770
2017-11,Homebush Station,Train,Exit,81000
2017-12,Homebush Station,Train,Entry,80090
2017-12,Homebush Station,Train,Exit,71570
2018-01,Homebush Station,Train,Entry,77480
2018-01,Homebush Station,Train,Exit,69870
2018-02,Homebush Station,Train,Entry,81210
2018-02,Homebush Station,Train,Exit,73640
2018-03,Homebush Station,Train,Entry,93510
2018-03,Homebush Station,Train,Exit,84990
2018-04,Homebush Station,Train,Entry,87400
2018-04,Homebush Station,Train,Exit,79740
2018-05,Homebush Station,Train,Entry,99600
2018-05,Homebush Station,Train,Exit,90320
2018-06,Homebush Station,Train,Entry,90250
2018-06,Homebush Station,Train,Exit,83260
2018-07,Homebush Station,Train,Entry,92900
2018-07,Homebush Station,Train,Exit,86960
2018-08,Homebush Station,Train,Entry,99950
2018-08,Homebush Station,Train,Exit,92660
2018-09,Homebush Station,Train,Entry,94270
2018-09,Homebush Station,Train,Exit,86770
2018-10,Homebush Station,Train,Entry,97910
2018-10,Homebush Station,Train,Exit,90010
2018-11,Homebush Station,Train,Entry,98130
2018-11,Homebush Station,Train,Exit,88910
2018-12,Homebush Station,Train,Entry,78940
2018-12,Homebush Station,Train,Exit,70490
2019-01,Homebush Station,Train,Entry,83680
2019-01,Homebush Station,Train,Exit,76940
2019-02,Homebush Station,Train,Entry,87440
2019-02,Homebush Station,Train,Exit,79330
2019-03,Homebush Station,Train,Entry,101170
2019-03,Homebush Station,Train,Exit,92080
2019-04,Homebush Station,Train,Entry,92080
2019-04,Homebush Station,Train,Exit,84640
2019-05,Homebush Station,Train,Entry,104010
2019-05,Homebush Station,Train,Exit,96110
2019-06,Homebush Station,Train,Entry,93010
2019-06,Homebush Station,Train,Exit,87170
2019-07,Homebush Station,Train,Entry,100800
2019-07,Homebush Station,Train,Exit,93940
2019-08,Homebush Station,Train,Entry,104090
2019-08,Homebush Station,Train,Exit,96070
2019-09,Homebush Station,Train,Entry,99650
2019-09,Homebush Station,Train,Exit,92240
2019-10,Homebush Station,Train,Entry,101900
2019-10,Homebush Station,Train,Exit,94020
2019-11,Homebush Station,Train,Entry,99160
2019-11,Homebush Station,Train,Exit,90520
2019-12,Homebush Station,Train,Entry,92470
2019-12,Homebush Station,Train,Exit,84410
2020-01,Homebush Station,Train,Entry,88160
2020-01,Homebush Station,Train,Exit,82210
2020-02,Homebush Station,Train,Entry,85880
2020-02,Homebush Station,Train,Exit,80150
2020-03,Homebush Station,Train,Entry,68120
2020-03,Homebush Station,Train,Exit,63100
2020-04,Homebush Station,Train,Entry,24290
2020-04,Homebush Station,Train,Exit,22050
2020-05,Homebush Station,Train,Entry,34490
2020-05,Homebush Station,Train,Exit,31880
2020-06,Homebush Station,Train,Entry,47210
2020-06,Homebush Station,Train,Exit,42220
2020-07,Homebush Station,Train,Entry,52780
2020-07,Homebush Station,Train,Exit,48290
2020-08,Homebush Station,Train,Entry,50940
2020-08,Homebush Station,Train,Exit,46900
2020-09,Homebush Station,Train,Entry,51450
2020-09,Homebush Station,Train,Exit,46990
2020-10,Homebush Station,Train,Entry,54590
2020-10,Homebush Station,Train,Exit,50040
2020-11,Homebush Station,Train,Entry,54700
2020-11,Homebush Station,Train,Exit,50760
2020-12,Homebush Station,Train,Entry,53580
2020-12,Homebush Station,Train,Exit,49850
2021-01,Homebush Station,Train,Entry,45620
2021-01,Homebush Station,Train,Exit,42940
2021-02,Homebush Station,Train,Entry,52960
2021-02,Homebush Station,Train,Exit,48640
2021-03,Homebush Station,Train,Entry,59530
2021-03,Homebush Station,Train,Exit,54830
2021-04,Homebush Station,Train,Entry,55710
2021-04,Homebush Station,Train,Exit,51640
2021-05,Homebush Station,Train,Entry,57750
2021-05,Homebush Station,Train,Exit,53470
2021-06,Homebush Station,Train,Entry,52000
2021-06,Homebush Station,Train,Exit,48240
2021-07,Homebush Station,Train,Entry,20610
2021-07,Homebush Station,Train,Exit,19660
2021-08,Homebush Station,Train,Entry,16700
2021-08,Homebush Station,Train,Exit,15980
2021-09,Homebush Station,Train,Entry,16740
2021-09,Homebush Station,Train,Exit,16140
2021-10,Homebush Station,Train,Entry,31000
2021-10,Homebush Station,Train,Exit,29450
2021-11,Homebush Station,Train,Entry,44430
2021-11,Homebush Station,Train,Exit,40810
2021-12,Homebush Station,Train,Entry,40730
2021-12,Homebush Station,Train,Exit,37800
2022-01,Homebush Station,Train,Entry,32430
2022-01,Homebush Station,Train,Exit,30580
2022-02,Homebush Station,Train,Entry,36860
2022-02,Homebush Station,Train,Exit,35810
2022-03,Homebush Station,Train,Entry,44560
2022-03,Homebush Station,Train,Exit,40450
2022-04,Homebush Station,Train,Entry,51200
2022-04,Homebush Station,Train,Exit,48210
2022-05,Homebush Station,Train,Entry,58270
2022-05,Homebush Station,Train,Exit,55020
2022-06,Homebush Station,Train,Entry,59610
2022-06,Homebush Station,Train,Exit,56150
2022-07,Homebush Station,Train,Entry,54840
2022-07,Homebush Station,Train,Exit,51830
2022-08,Homebush Station,Train,Entry,52740
2022-08,Homebush Station,Train,Exit,47160
2022-09,Homebush Station,Train,Entry,55950
2022-09,Homebush Station,Train,Exit,50710
2022-10,Homebush Station,Train,Entry,57980
2022-10,Homebush Station,Train,Exit,53760
2022-11,Homebush Station,Train,Entry,52110
2022-11,Homebush Station,Train,Exit,48110
2022-12,Homebush Station,Train,Entry,64680
2022-12,Homebush Station,Train,Exit,60040
2023-01,Homebush Station,Train,Entry,57970
2023-01,Homebush Station,Train,Exit,55330
2023-02,Homebush Station,Train,Entry,66380
2023-02,Homebush Station,Train,Exit,62180
2023-03,Homebush Station,Train,Entry,74960
2023-03,Homebush Station,Train,Exit,68680
2023-04,Homebush Station,Train,Entry,67700
2023-04,Homebush Station,Train,Exit,64120
2023-05,Homebush Station,Train,Entry,77390
2023-05,Homebush Station,Train,Exit,72250
2023-06,Homebush Station,Train,Entry,75780
2023-06,Homebush Station,Train,Exit,71420
2023-07,Homebush Station,Train,Entry,79610
2023-07,Homebush Station,Train,Exit,76060
2023-08,Homebush Station,Train,Entry,86860
2023-08,Homebush Station,Train,Exit,80510
2023-09,Homebush Station,Train,Entry,85340
2023-09,Homebush Station,Train,Exit,80410
2023-10,Homebush Station,Train,Entry,89990
2023-10,Homebush Station,Train,Exit,85040
2023-11,Homebush Station,Train,Entry,88500
2023-11,Homebush Station,Train,Exit,83380
2023-12,Homebush Station,Train,Entry,78760
2023-12,Homebush Station,Train,Exit,71800
2024-01,Homebush Station,Train,Entry,80800
2024-01,Homebush Station,Train,Exit,76860
2024-02,Homebush Station,Train,Entry,87880
2024-02,Homebush Station,Train,Exit,79420
2024-03,Homebush Station,Train,Entry,93190
2024-03,Homebush Station,Train,Exit,85340
2024-04,Homebush Station,Train,Entry,84310
2024-04,Homebush Station,Train,Exit,78610
2024-05,Homebush Station,Train,Entry,93890
2024-05,Homebush Station,Train,Exit,85620
2024-06,Homebush Station,Train,Entry,87860
2024-06,Homebush Station,Train,Exit,82450
2016-07,Hornsby Station,Train,Entry,282890
2016-07,Hornsby Station,Train,Exit,281020
2016-08,Hornsby Station,Train,Entry,312460
2016-08,Hornsby Station,Train,Exit,318220
2016-09,Hornsby Station,Train,Entry,302840
2016-09,Hornsby Station,Train,Exit,308170
2016-10,Hornsby Station,Train,Entry,287190
2016-10,Hornsby Station,Train,Exit,291710
2016-11,Hornsby Station,Train,Entry,313170
2016-11,Hornsby Station,Train,Exit,318510
2016-12,Hornsby Station,Train,Entry,278910
2016-12,Hornsby Station,Train,Exit,281210
2017-01,Hornsby Station,Train,Entry,255960
2017-01,Hornsby Station,Train,Exit,258760
2017-02,Hornsby Station,Train,Entry,287100
2017-02,Hornsby Station,Train,Exit,294280
2017-03,Hornsby Station,Train,Entry,324350
2017-03,Hornsby Station,Train,Exit,333160
2017-04,Hornsby Station,Train,Entry,273890
2017-04,Hornsby Station,Train,Exit,277300
2017-05,Hornsby Station,Train,Entry,342920
2017-05,Hornsby Station,Train,Exit,351190
2017-06,Hornsby Station,Train,Entry,308890
2017-06,Hornsby Station,Train,Exit,315630
2017-07,Hornsby Station,Train,Entry,299540
2017-07,Hornsby Station,Train,Exit,304600
2017-08,Hornsby Station,Train,Entry,321590
2017-08,Hornsby Station,Train,Exit,331520
2017-09,Hornsby Station,Train,Entry,308500
2017-09,Hornsby Station,Train,Exit,314450
2017-10,Hornsby Station,Train,Entry,301210
2017-10,Hornsby Station,Train,Exit,310070
2017-11,Hornsby Station,Train,Entry,324840
2017-11,Hornsby Station,Train,Exit,332970
2017-12,Hornsby Station,Train,Entry,277450
2017-12,Hornsby Station,Train,Exit,279770
2018-01,Hornsby Station,Train,Entry,196360
2018-01,Hornsby Station,Train,Exit,196240
2018-02,Hornsby Station,Train,Entry,293180
2018-02,Hornsby Station,Train,Exit,304010
2018-03,Hornsby Station,Train,Entry,328980
2018-03,Hornsby Station,Train,Exit,338800
2018-04,Hornsby Station,Train,Entry,298710
2018-04,Hornsby Station,Train,Exit,306760
2018-05,Hornsby Station,Train,Entry,349540
2018-05,Hornsby Station,Train,Exit,365760
2018-06,Hornsby Station,Train,Entry,312520
2018-06,Hornsby Station,Train,Exit,323390
2018-07,Hornsby Station,Train,Entry,318490
2018-07,Hornsby Station,Train,Exit,327330
2018-08,Hornsby Station,Train,Entry,339040
2018-08,Hornsby Station,Train,Exit,352660
2018-09,Hornsby Station,Train,Entry,323600
2018-09,Hornsby Station,Train,Exit,333240
2018-10,Hornsby Station,Train,Entry,322620
2018-10,Hornsby Station,Train,Exit,330470
2018-11,Hornsby Station,Train,Entry,340000
2018-11,Hornsby Station,Train,Exit,351500
2018-12,Hornsby Station,Train,Entry,296160
2018-12,Hornsby Station,Train,Exit,296040
2019-01,Hornsby Station,Train,Entry,288140
